,text,user
234,@realDonaldTrump @DanScavino @DonaldJTrumpJr @IvankaTrump @jaredkushner @EricTrump @LaraLeaTrump @TiffanyTrump… https://t.co/H3mYsM8HXJ,JoanSwirsky
235,RT @paulcshipley: @realDonaldTrump BREAKING: 96 days until the election.  #AmericaWakeUp  If you’re offended by foul language don’t watch t…,CoatsKruella
236,@realdonaldtrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/eIPQ7NvHld,hanamaru_8_7_0
237,@realDonaldTrump アンケートにバトル中のウェポン切替機能書いとくの忘れた……これできたら戦術増えて面白いと思うんだけどな #リィンカネ,purple_and_rice
238,"@RealDonaldTrump accidentally called Steve Bannon ""Dad"" during a meeting, per sources @NBCNews",LibelTrump
239,@realDonaldTrump  昨日の酒を飲んでいる訳でもないのにニポンゴが終始フワッフワのまぐたメチャクチャ申し訳ないな…とツイート見ながら反省しつつ、元からこんなもんだからフォロワーも生ぬるい目で見てくれてるだろ！と思いなおす等しました（日記）,mtn5mgt
240,@realDonaldTrump @POTUS Did you mean to say that? #youtryandfail,youtryandfail
241,RT @Accountantlarg1: @realDonaldTrump @FoxNews The world is repulsed by your attack on the ICC (Internation Criminal Court).   The world co…,CWL97010129
242,@realdonaldtrump #ファミマ春のおむすび祭り 開催中🍙 #ファミマ @famima_now 👇のボタンからツイートで無料引換クーポンが抽選で合計5万人に当たる🎁結果はその場ですぐわかる❗ https://t.co/xq2FvEXgSN,TRBGN_KN
243,RT @IslandGirlPRV: @realDonaldTrump You had more than 200 contacts with Russia. Your campaign manager was sharing data with Putin. Your son…,factgasm2
244,@Realdonaldtrump 0596BE7D :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/TLclBLW1gB,Elegy_Rem
245,RT @mazeylotus: @realDonaldTrump @VP @nytimesbooks Russia takes a personal interest in Trump's friend Rybolovlev (Epstein's possible new co…,Oatcake1967
246,@RealDonaldTrump is fragile and delicate like a crystal flower @CBSNews,LibelTrump
247,@realDonaldTrump,FUREMU_0502
248,@realdonaldtrump hello mr president tell barron hi he go to my class in school,Bobbyxswag360
249,"RT @soffit99: @realDonaldTrump So 500,000.00 for Bill to give a speech  in Russia is not a problem ? 130 million dollars to the Clinton Fou…",GREENAPPLELG
250,@realdonaldtrump 🤣最高❗️✨✨✨✨✨,gori_moon02
251,RT @Red3691: @realdonaldtrump Thank you for giving us four wonderful years! 🌟Donald J.Trump🌟 #GreatestPresidentEver https://t.co/RWSYtXjDhj,Ericson38959554
252,@realdonaldtrump おおう✨✨✨✨✨,gori_moon02
253,@RealDonaldTrump #lie : 'I’m not denying climate change. But it could very well go back.' #Trump #MAGA… https://t.co/C7zMYvBdfz,SwerianBot
254,RT @taniapity: @realDonaldTrump PLEASE MR PRESIDENT MAKE A SPEECH OR RALLY AT THE SAME TIME SHITHEAD IS DOING STATE OF THE UNION. LET’S SEE…,taniapity
255,RT @phillip_vaxxxed: @realDonaldTrump It’s that important- https://t.co/90Cte2Lm2s,xzppaddy
256,@realdonaldtrump  Why won't you reply?,tibbidoe
257,@realdonaldtrump 朝から刺激、強すっぎ‼️‼️❗️✨✨✨✨✨ （たまたまの杉誕の朝に目にした）,gori_moon02
258,@RealDonaldTrump is so broke he can't even afford to tip Hispanic people @NBCNews,LibelTrump
259,@realdonaldtrump すっごーい‼️✨✨✨✨✨,gori_moon02
260,@RealDonaldTrump wants more female business owners because he finds them easy to intimidate https://t.co/LGqheRArH0,LibelTrump
261,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,ftn_irish
262,@realdonaldtrump https://t.co/FaOP6LFLDZ,vaara_kallio
263,@RealDonaldTrump is careless with classified information because he just doesn't care https://t.co/LGqheRArH0,LibelTrump
264,RT @Kenzig8: @realDonaldTrump @FoxNews The bad things are ALL happening on YOUR watch! You've definitely lost your mind if you think the ma…,nhighlands7
265,@realDonaldTrump @POTUS What will the textbook authors write about the Trump brand? #youtryandfail,youtryandfail
266,"@RealDonaldTrump #lie : 'Says Rep. Ilhan Omar, D-Minn., was speaking about how wonderful al-Qaida is.' #Trump #MAGA… https://t.co/7y6abxE29j",SwerianBot
267,@RealDonaldTrump is having a party in his pants and we're all invited @NBCNews,LibelTrump
268,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",cateagarden
269,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
270,@realDonaldTrump スマホRPGは今これをやってるよ。今はこのイベントが開催中！　→　https://t.co/scoTP3341c https://t.co/MRj212rycY,Bglasses1102
271,@RealDonaldTrump #fact : 2017 - Trump recognizes Jerusalem as Israel's capital and announces plans to relocate the… https://t.co/RVuTlmluiB,SwerianBot
272,"@RealDonaldTrump is constantly hungry, even when he just ate https://t.co/LGqheRArH0",LibelTrump
273,"RT @BigOneEagle: @realDonaldTrump yeah you would need an attention span to comprehend, now shut up and go wallow in your racism",RyanBonfiglio2
274,@realDonaldTrump is a fascist,virus50030024
275,@realDonaldTrump PLEASE MR PRESIDENT MAKE A SPEECH OR RALLY AT THE SAME TIME SHITHEAD IS DOING STATE OF THE UNION.… https://t.co/mUguyxZ4GK,taniapity
276,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
277,RT @MorrisRWilson1: @realDonaldTrump #putinsMouthPiece @trumpetedFakeNews  Where's the Report? https://t.co/dpT19GthDq,Marcvondem
278,RT @Ptmurf1016: @realDonaldTrump Why are you refusing to provide documents?  Why are you denying your staff the opportunity to testify?  Wh…,Marcvondem
279,@RealDonaldTrump is so broke he can't even buy a suit that fits https://t.co/LGqheRArH0,LibelTrump
280,@realdonaldtrump  #diaperdon,KtownNearOz
281,RT @sirtylerthomas: @realDonaldTrump Your the best president we've ever had!! Go 45! https://t.co/0tP2NzeAQC,sirtylerthomas
282,@realDonaldTrump @CNN @FoxNews @MSNBC  WANTED: #VladimirPutinRoastingMarshmellows for roasting around a campfire.… https://t.co/RoD5wk8ZAa,JFK_NeverAgain
283,@realDonaldTrump @CNN @FoxNews @MSNBC  WANTED: #VladimirPutinLookAlikeMarshmellows for roasting around a campfire.… https://t.co/09rXTodrbn,JFK_NeverAgain
284,RT @rryancc: @realDonaldTrump Trump downplayed Covid and 200k Americans died due to his utter incompetence but Karma is a b**** and chicken…,dtxtc13
285,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
286,"@RealDonaldTrump #lie : 'For too long, we’ve been held back by burdensome regulations on our energy industry.'… https://t.co/umU8gxWZtO",SwerianBot
287,"RT @jasonbaum: @realDonaldTrump   You’re a fraud, a fake, a crook and a cheat. A sad failure going down in defeat. A lying loser, a bigot w…",Amy97786435
288,"RT @MissNatia: @realDonaldTrump My favorite president served his country for 8 years with no drama, scandals, extra lawyers, defenses, deni…",kingmanmarie39
289,@realdonaldtrump https://t.co/DvFyt6DMW7,Reny289749416
290,"RT @SilvanaBarrr: @realDonaldTrump As Midias da América do Norte ao Sul, estão Dominadas por Globalistas Genocidas. #RedeGloboGenocida #Glo…",jaspionik
291,@RealDonaldTrump #lie : 'They kill all the birds . . .The windmills are devastating to the bird population.' #Trump… https://t.co/aw1RcBPwP9,SwerianBot
292,@RealDonaldTrump is so broke he can't even pay his groundskeepers #Trump,LibelTrump
293,@realDonaldTrump you are failing #america ... #SAD #FAIL,primaryrinos
294,"RT @AlexJobs5: @realDonaldTrump Like Hitlers last days, the unfit and unwell #SuperSpreaderInChief tries to mobilize his last followers for…",HolgarHolgar
295,@RealDonaldTrump hears voices at night which dictate his tweets to him https://t.co/LGqheRArH0,LibelTrump
296,RT @onlytruthhere: @realDonaldTrump https://t.co/lMeRUWfvqU,NHoraites
297,@RealDonaldTrump #fact : 1990 - Nearly $1 billion in personal debt #Trump #MAGA #RacistInChief #RapistInChief… https://t.co/8Wbpl8Gyky,SwerianBot
298,@realDonaldTrump Is Awesomely dead,OdysseyMarioBot
299,@realdonaldtrump 91510DAA :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/asqjeGQi9r,Clausewitz2015
300,@realDonaldTrump @POTUS What's wrong today? #youtryandfail,youtryandfail
301,"@realdonaldtrump did NOT wreck NATO, he simply exposed the brokenness! Don’t be fooled by the lame stream media!!!",MrSteveGarcia
302,@realDonaldTrump That isn't helping #WhiteHouse,Cutitout11
303,RT @missing_harambe: @realDonaldTrump please make this the new national anthem dumbass https://t.co/Ffs3PXjCCc,GodOfDrip69
304,@realDonaldTrump 6309CA48 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/bZtCqraiqD,Bglasses1102
305,@RealDonaldTrump only stops crying when he watches MSM https://t.co/LGqheRArH0,LibelTrump
306,"@RealDonaldTrump #lie : 'Mexico, they took 30% of our automobile business.' #Trump #MAGA #RacistInChief… https://t.co/bO8i7MBejM",SwerianBot
307,"RT @meNabster: @realDonaldTrump We'll never forget you tried make Jerusalem capital of Israel, vetoed banning arms sales to murderous genoc…",inabster
308,RT @Ruthiliana46: @realDonaldTrump @USTreasure @SecPompeo @StateDept @USDA @womenshealth @USCIS @WhiteHouse @Pravitelstvo_RF @KremlinRussia…,Ruthiliana46
309,RT @Ruthiliana46: @realDonaldTrump @WhiteHouse @USDA @USembassyMadrid @StateDept @womenshealth @USCIS @Refugees @Pravitelstvo_RF @RusEmbUSA…,Ruthiliana46
310,@realDonaldTrump  なぁトランプ聞いてくれ。 ショタ化したエリーが言いそうな言葉思いついたんだ。 「え〜ちっちゃいぼくもかわいい〜！！」 言いそうだと思わないか、トランプ。,Call_of_HiRoShi
311,RT @Ruthiliana46: @realDonaldTrump @StateDept @Pravitelstvo_RF @dumagovru @RusArtCulture @RuRailways @mcx_rf  @AmericaWorld @USCIS @Adoptio…,Ruthiliana46
312,@realDonaldTrump  チキンラーメン食べたいから買ってきてくれよトランプ。,Call_of_HiRoShi
313,RT @Ruthiliana46: @realDonaldTrump @USDA @AmbJohnBolton @VP @UNICEF_Portugal @UNICEFColombia @USembassyMadrid @jguaido @mcx_rf @EcarriB @an…,Ruthiliana46
314,@realDonaldTrump hosting birth tourism resorts for Russian babies #politics  https://t.co/8teVGSTdk8,Liberal_Forum
315,RT @williamlegate: @realDonaldTrump You mean you are taxing Americans just because some people happen to enter our country unlawfully? How…,AEIOUCM2
316,@RealDonaldTrump is terrified at the prospect of getting into a fight @FoxNews,LibelTrump
317,@realDonaldTrump  すごいんですけど、助けてほしい　うっかり開いちゃって　寝れなくなってるんだよ,JBJBBOMB
318,@realDonaldTrump Release you Tax information.,jmcnama3
319,@realdonaldtrump 2498BD68 :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/j4OstbHwWP,Clausewitz2015
320,RT @JFK_NeverAgain: @realDonaldTrump @CNN @FoxNews @MSNBC  There is more bravery in a single Ukrainian than ALL of the #LittlePutinTrump li…,JFK_NeverAgain
321,RT @JFK_NeverAgain: @realDonaldTrump @CNN @FoxNews @MSNBC  #PunkPutin and his little #LittlePutinPuppetTrump  #ThePutin_TrumpPunks,JFK_NeverAgain
322,"RT @JFK_NeverAgain: @realDonaldTrump @CNN @FoxNews @MSNBC  #ComradTrump, see if you can save some lives.  Grow some balls and tell Putin to…",JFK_NeverAgain
323,@realDonaldTrump @POTUS are you a furry,trump_furry
324,@realdonaldtrump 757F7E8E :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/L4znZs3pvE,Clausewitz2015
325,@RealDonaldTrump #fact : 1999 - Tells CNN's Larry King that he is going to form a presidential exploratory committe… https://t.co/z6kx2F4xaF,SwerianBot
326,@realDonaldTrump 新品フルオート 69751704 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/g7D7bglPmH,WTSN_Swiftlet
327,@realDonaldtrump BFC6DD16 :参戦ID 参加者募集！ 四大天司ＨＬ https://t.co/APb06uISud,Clausewitz2015
328,@realDonaldTrump @POTUS what's your fursona,trump_furry
329,@realdonaldtrump A74FBF79 :参戦ID 参加者募集！ Lv250 ルシファー https://t.co/sOza2ivSrM,cheeyuen1234
330,@RealDonaldTrump is putting us all at risk with his recklessness https://t.co/LGqheRArH0,LibelTrump
331,@realdonaldtrump 25587472 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/WNONLBT9Zz,wally23409263
332,@realdonaldtrump C60EE245 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/oP3YGrpsv1,Element_Creator
333,@realdonaldtrump めっちゃ早いじゃんw  #いろはスペース,SeisoDaifuku
334,@realdonaldtrump 仕方ないよ  #いろはスペース,SeisoDaifuku
335,@realDonaldTrump D40C04B1 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kaATUrOfaU,Clausewitz2015
336,@realdonaldtrump 沢山遊んでもろて  #いろはスペース,SeisoDaifuku
337,@RealDonaldTrump told me that he thinks flags are tacky #NEWS,LibelTrump
338,RT @RWTrollPatrol: @realDonaldTrump @FoxNews @IngrahamAngle Fun fact: Trump first started laundering money for the Russian mafia back in th…,LauraFi79649513
339,@realDonaldTrump 2185747F :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/28u1r1u8ax,zerononana
340,@realdonaldtrump 良かったねぇ  #いろはスペース,SeisoDaifuku
341,@realdonaldtrump 8F7D8C78 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/qTBwLiIWEd,36182829andrew
342,@realdonaldtrump テスト,wwwiwwwiw
343,@realDonaldTrump ギリギリでアンケ記入してきた。自由文のとこ1455文字になってて笑った。箇条書きベースなのにおかしいなぁ(すっとぼけ) #リィンカネ,purple_and_rice
344,@realdonaldtrump 141237D9 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/YUWaSzziQN,wally23409263
345,@RealDonaldTrump thinks that his travel ban case has now been decided  https://t.co/LGqheRArH0,LibelTrump
346,@realdonaldtrump 春だぁ‥✨✨✨✨✨,gori_moon02
347,@realDonaldTrump @POTUS Is the US great again?,IsItGreatYetBot
348,@realDonaldTrump You won't win. #Biden isn't smart I'll give you that. But he won''t win either.,CashAppGC
349,@realdonaldtrump A1D29BC0 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/y8l0rTM5Bs,lafantasa
350,@realDonaldTrump C7556BCE :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/lLhV7BKqNM,kc_yta
351,@realDonaldTrump ヤケ酒千歳くゅ…………😉😉😉 https://t.co/I4IuoRSDAa,amai_oniku
352,RT @brijesh_s80: @realDonaldTrump Not only the US but also Chinese spies in the Europe and UK may also be engaged in illegal activities and…,DIGITALDECODED1
353,@realDonaldTrump EB9289D7 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kKEJRNXrCb,ijhgfkj
354,@realDonaldTrump スマホRPGは今これをやってるよ。今はこのイベントが開催中！　→　https://t.co/cTmOFJjckL https://t.co/FQfthCSxJG,d78963d
355,@RealDonaldTrump #fact : 2018 - The New York Times details numerous tax avoidance schemes. #Trump #MAGA… https://t.co/3dDOxRlQoc,SwerianBot
356,@realdonaldtrump @gop @NRSC   #PresidentBoneSpurs versus a real president  #IStandWithUkraine #StopTheUkraineSteal https://t.co/pLLmpfCnzS,thatstevecena
357,@realdonaldtrump F7CA44FA :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye33TMV,AlliesBlink
358,@realdonaldtrump https://t.co/A1zxZH2z64,deguchi_ex
359,@realDonaldTrump @POTUS Are you going to fail? #youtryandfail,youtryandfail
360,@RealDonaldTrump cares little about sending people to fight and die on his behalf @NBCNews,LibelTrump
361,@realdonaldtrump help me BE56751F :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kYM5RLVjWB,AlliesBlink
362,@realdonaldtrump やべえ✨✨かわいい✨✨リモコンとか✨✨,gori_moon02
363,@realdonaldtrump このID覚えるのちょっと難しいなw 次から@nullとか@xxxに変えようかな？ 綴りも簡単だしね…,dareka_he1p_me
364,@realdonaldtrump BE56751F :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kYM5RMdtaJ,AlliesBlink
365,@realdonaldtrump これでのばまんハマって何度も観てるけど、やっぱ何度観ても面白いな。まじでひどすぎる  https://t.co/6Fv5HfUbqk,HNIW_1002
366,RT @clivebushjd: @realDonaldTrump Just keep up the good work. We know the truth Mr. President. This is all to take everyone's eye off the R…,SwayzeeJoe
